0,2460,2460,2459.7,2460,0,2460.5,2460.5,2460.2,2460.5,0
60000,2459.7,2459.7,2459.7,2459.7,0,2460.2,2460.2,2460.2,2460.2,0
120000,2460,2460,2459.7,2459.7,0,2460.5,2460.5,2460.2,2460.2,0
240000,2460,2460,2459.5,2459.6,0,2460.5,2460.5,2460.1,2460.1,0
360000,2460,2460,2460,2460,0,2460.5,2460.5,2460.5,2460.5,0
960000,2459.7,2460,2459.7,2459.7,0,2460.2,2460.5,2460.2,2460.2,0
1020000,2460,2460,2459.7,2459.7,0,2460.5,2460.5,2460.2,2460.2,0
1260000,2460,2460,2460,2460,0,2460.5,2460.5,2460.5,2460.5,0
1380000,2459.9,2460.1,2459.9,2460.1,0,2460.6,2460.6,2460.6,2460.6,0
1800000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
1860000,2460.5,2460.5,2460.5,2460.5,0,2461.2,2461.2,2461,2461,0
3540000,2460.8,2461.1,2460.8,2461.1,0,2461.3,2461.6,2461.3,2461.6,0
3720000,2460.7,2461,2460.7,2461,0,2461.4,2461.5,2461.2,2461.5,0
4080000,2460.7,2460.7,2460.7,2460.7,0,2461.2,2461.2,2461.2,2461.2,0
4680000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
4740000,2461.3,2461.3,2461.3,2461.3,0,2461.8,2461.8,2461.8,2461.8,0
4980000,2461,2461.2,2461,2461.2,0,2461.5,2461.7,2461.5,2461.7,0
5820000,2461.3,2461.5,2461.3,2461.5,0,2462,2462,2462,2462,0
7380000,2461.8,2461.8,2461.8,2461.8,0,2462.3,2462.3,2462.3,2462.3,0
7500000,2462.1,2462.1,2462.1,2462.1,0,2462.6,2462.6,2462.6,2462.6,0
7680000,2461.7,2461.7,2461.7,2461.7,0,2462.2,2462.2,2462.2,2462.2,0
7740000,2461.4,2461.4,2461.4,2461.4,0,2461.9,2461.9,2461.9,2461.9,0
7980000,2461.5,2461.7,2461.5,2461.7,0,2462.2,2462.2,2462.2,2462.2,0
8520000,2462,2462,2462,2462,0,2462.5,2462.5,2462.5,2462.5,0
8760000,2461.7,2461.7,2461.7,2461.7,0,2462.4,2462.4,2462.2,2462.2,0
8880000,2462,2462,2462,2462,0,2462.5,2462.5,2462.5,2462.5,0
9060000,2461.7,2461.7,2461.7,2461.7,0,2462.4,2462.4,2462.2,2462.2,0
9120000,2462,2462,2462,2462,0,2462.5,2462.5,2462.5,2462.5,0
9540000,2461.7,2462,2461.7,2461.7,0,2462.2,2462.5,2462.2,2462.2,0
9660000,2462,2462,2462,2462,0,2462.5,2462.5,2462.5,2462.5,0
9720000,2461.7,2462,2461.7,2462,0,2462.2,2462.5,2462.2,2462.5,0
9840000,2461.7,2461.7,2461.7,2461.7,0,2462.2,2462.2,2462.2,2462.2,0
14220000,2461.4,2461.4,2461.4,2461.4,0,2461.9,2461.9,2461.9,2461.9,0
14580000,2461.2,2461.2,2461.2,2461.2,0,2461.9,2461.9,2461.7,2461.7,0
16260000,2461.5,2461.5,2461.2,2461.2,0,2462,2462,2461.7,2461.7,0
16380000,2461.5,2461.5,2461.5,2461.5,0,2462,2462,2462,2462,0
17160000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
17220000,2461.5,2461.5,2461.5,2461.5,0,2462,2462,2462,2462,0
20760000,2461.5,2461.7,2461.5,2461.7,0,2462.2,2462.2,2462.2,2462.2,0
21000000,2461.4,2461.5,2461.2,2461.5,0,2461.9,2462,2461.7,2462,0
21060000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
21240000,2461.5,2461.5,2461.5,2461.5,0,2462,2462,2462,2462,0
21420000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
21480000,2461.5,2461.5,2461.2,2461.2,0,2462,2462,2461.7,2461.7,0
21660000,2461.5,2461.5,2461.2,2461.5,0,2462,2462,2461.7,2462,0
21780000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
21840000,2460.8,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
21900000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
22020000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
22200000,2460.7,2461,2460.7,2461,0,2461.2,2461.5,2461.2,2461.5,0
22260000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
22320000,2461,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
22620000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
23520000,2461.3,2461.4,2461.3,2461.4,0,2461.8,2462,2461.8,2461.9,0
24360000,2461.1,2461.1,2461.1,2461.1,0,2461.6,2461.6,2461.6,2461.6,0
24420000,2461.1,2461.2,2461.1,2461.2,0,2461.8,2461.8,2461.7,2461.7,0
25200000,2461,2461.1,2461,2461.1,0,2461.7,2461.7,2461.6,2461.6,0
25260000,2460.9,2461,2460.7,2461,0,2461.6,2461.6,2461.2,2461.5,0
25320000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
25380000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
25440000,2460.5,2460.5,2460.5,2460.5,0,2461.2,2461.2,2461,2461,0
25500000,2460.5,2460.7,2460.5,2460.5,0,2461.2,2461.2,2461,2461,0
25560000,2460.8,2461,2460.7,2460.7,0,2461.3,2461.5,2461.2,2461.2,0
25620000,2461,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
25680000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
25740000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
25860000,2460.4,2460.4,2460.4,2460.4,0,2460.9,2460.9,2460.9,2460.9,0
25920000,2460.1,2460.2,2460,2460,0,2460.6,2460.8,2460.5,2460.5,0
25980000,2460,2460,2460,2460,0,2460.7,2460.7,2460.5,2460.5,0
26040000,2460.1,2460.2,2460.1,2460.2,0,2460.8,2460.8,2460.7,2460.7,0
26160000,2459.9,2460.2,2459.9,2460.2,0,2460.6,2460.8,2460.5,2460.7,0
26220000,2460,2460.2,2460,2460.2,0,2460.7,2460.7,2460.7,2460.7,0
26340000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
26400000,2460.2,2460.5,2460,2460.2,0,2460.9,2461,2460.7,2460.7,0
26460000,2460.1,2460.2,2460.1,2460.2,0,2460.8,2460.8,2460.7,2460.7,0
26520000,2460,2460.2,2460,2460.2,0,2460.7,2460.7,2460.7,2460.7,0
26640000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
26700000,2460.2,2460.2,2460.2,2460.2,0,2460.7,2460.7,2460.7,2460.7,0
26760000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
26820000,2460.3,2460.5,2460.2,2460.5,0,2461,2461,2460.7,2461,0
26880000,2460.2,2460.5,2460.2,2460.5,0,2460.7,2461,2460.7,2461,0
26940000,2460.2,2460.5,2460.2,2460.2,0,2460.7,2461,2460.7,2460.7,0
27000000,2460.5,2460.5,2460.1,2460.2,0,2461,2461,2460.7,2460.7,0
27060000,2460,2460.2,2460,2460.2,0,2460.7,2460.8,2460.5,2460.7,0
27120000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
27240000,2460.8,2461.1,2460.8,2461.1,0,2461.3,2461.6,2461.3,2461.6,0
27300000,2461.1,2461.2,2461,2461,0,2461.8,2461.8,2461.5,2461.5,0
27360000,2460.7,2460.7,2460.7,2460.7,0,2461.2,2461.2,2461.2,2461.2,0
27420000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
27660000,2461,2461.2,2461,2461,0,2461.7,2461.8,2461.5,2461.5,0
27720000,2461.1,2461.2,2461,2461,0,2461.8,2461.8,2461.5,2461.5,0
27780000,2460.9,2461.2,2460.9,2461.2,0,2461.6,2461.8,2461.6,2461.7,0
27840000,2460.9,2460.9,2460.9,2460.9,0,2461.4,2461.4,2461.4,2461.4,0
27960000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
28140000,2461.1,2461.2,2461.1,2461.2,0,2461.8,2461.8,2461.7,2461.7,0
28260000,2460.9,2460.9,2460.9,2460.9,0,2461.4,2461.4,2461.4,2461.4,0
28380000,2460.6,2460.7,2460.6,2460.7,0,2461.3,2461.3,2461.2,2461.2,0
28500000,2461,2461.1,2461,2461.1,0,2461.5,2461.8,2461.5,2461.6,0
28800000,2461,2461.2,2461,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
29100000,2460.9,2461,2460.8,2461,0,2461.4,2461.5,2461.4,2461.5,0
29160000,2460.7,2460.7,2460.7,2460.7,0,2461.2,2461.2,2461.2,2461.2,0
29280000,2460.5,2460.7,2460.5,2460.7,0,2461.2,2461.2,2461,2461.2,0
29400000,2460.5,2460.7,2460.5,2460.7,0,2461.2,2461.2,2461.2,2461.2,0
29460000,2460.5,2460.7,2460.5,2460.7,0,2461.2,2461.3,2461.1,2461.2,0
29640000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
29760000,2460.4,2460.5,2460.4,2460.5,0,2461.1,2461.1,2461,2461,0
30000000,2460.2,2460.5,2460.2,2460.5,0,2460.7,2461,2460.7,2461,0
30060000,2460.2,2460.5,2460.2,2460.2,0,2460.9,2461,2460.7,2460.7,0
30120000,2460.5,2460.5,2460.5,2460.5,0,2461,2461,2461,2461,0
30180000,2460.2,2460.2,2460.2,2460.2,0,2460.7,2460.7,2460.7,2460.7,0
30240000,2460,2460.2,2459.9,2460,0,2460.7,2460.7,2460.5,2460.5,0
30420000,2459.7,2460,2459.7,2460,0,2460.2,2460.5,2460.2,2460.5,0
30540000,2459.7,2460,2459.7,2460,0,2460.2,2460.5,2460.2,2460.5,0
30720000,2459.7,2460,2459.7,2459.7,0,2460.2,2460.5,2460.2,2460.2,0
30780000,2460,2460,2460,2460,0,2460.5,2460.5,2460.5,2460.5,0
31080000,2460.3,2460.5,2460.2,2460.5,0,2460.8,2461,2460.7,2461,0
31500000,2460.2,2460.5,2460.2,2460.5,0,2460.7,2461,2460.7,2461,0
31560000,2460.2,2460.5,2460.2,2460.2,0,2460.7,2461,2460.7,2460.7,0
31620000,2460.5,2460.5,2460.2,2460.2,0,2461,2461,2460.7,2460.7,0
31680000,2460.5,2460.5,2460.2,2460.5,0,2461,2461,2460.7,2461,0
31740000,2460.2,2460.5,2460.2,2460.5,0,2460.7,2461,2460.7,2461,0
31860000,2460.4,2460.7,2460.4,2460.7,0,2461.1,2461.2,2461.1,2461.2,0
31920000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
32040000,2461,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
32280000,2460.9,2461,2460.9,2461,0,2461.6,2461.6,2461.5,2461.5,0
32520000,2460.7,2461,2460.7,2461,0,2461.2,2461.5,2461.2,2461.5,0
32580000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
32640000,2461,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
32700000,2460.9,2461.2,2460.9,2461,0,2461.6,2461.7,2461.5,2461.5,0
32820000,2461,2461,2461,2461,0,2461.7,2461.7,2461.5,2461.5,0
33060000,2460.7,2461,2460.7,2460.9,0,2461.2,2461.5,2461.2,2461.4,0
33360000,2460.6,2460.6,2460.5,2460.5,0,2461.3,2461.3,2461,2461,0
33540000,2460.4,2460.5,2460.4,2460.5,0,2461.1,2461.1,2461,2461,0
33600000,2460.5,2460.7,2460.5,2460.5,0,2461.2,2461.2,2461,2461,0
33660000,2460.8,2460.8,2460.7,2460.7,0,2461.3,2461.5,2461.2,2461.2,0
33720000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
33900000,2461.1,2461.2,2461.1,2461.2,0,2461.8,2461.8,2461.7,2461.7,0
34020000,2461.1,2461.2,2461.1,2461.2,0,2461.8,2461.8,2461.7,2461.7,0
34080000,2461.1,2461.2,2461.1,2461.2,0,2461.8,2461.8,2461.7,2461.7,0
34320000,2460.9,2460.9,2460.9,2460.9,0,2461.4,2461.4,2461.4,2461.4,0
34620000,2461.2,2461.2,2461.2,2461.2,0,2461.7,2461.7,2461.7,2461.7,0
34680000,2460.9,2461,2460.8,2461,0,2461.4,2461.5,2461.4,2461.5,0
34740000,2460.7,2461,2460.7,2460.7,0,2461.2,2461.5,2461.2,2461.2,0
34800000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
34860000,2461,2461,2460.7,2460.9,0,2461.5,2461.5,2461.2,2461.4,0
34980000,2460.8,2461,2460.7,2461,0,2461.5,2461.5,2461.2,2461.5,0
35040000,2460.7,2461,2460.7,2461,0,2461.2,2461.5,2461.2,2461.5,0
35100000,2460.7,2461,2460.7,2461,0,2461.2,2461.5,2461.2,2461.5,0
35160000,2460.7,2460.7,2460.7,2460.7,0,2461.2,2461.2,2461.2,2461.2,0
35220000,2461,2461,2460.7,2460.7,0,2461.5,2461.5,2461.2,2461.2,0
35340000,2460.4,2460.5,2460.4,2460.5,0,2461.1,2461.1,2461,2461,0
35400000,2460.8,2461,2460.7,2460.7,0,2461.3,2461.5,2461.2,2461.2,0
35460000,2461,2461,2461,2461,0,2461.5,2461.5,2461.5,2461.5,0
