0,2473.3,2473.3,2473.3,2473.3,0,2473.8,2473.8,2473.8,2473.8,0
60000,2473.6,2474,2473.6,2473.7,0,2474.1,2474.5,2474.1,2474.2,0
120000,2473.4,2473.4,2473.4,2473.4,0,2473.9,2473.9,2473.9,2473.9,0
240000,2473.7,2473.7,2473.7,2473.7,0,2474.2,2474.2,2474.2,2474.2,0
420000,2473.4,2473.4,2473.4,2473.4,0,2473.9,2473.9,2473.9,2473.9,0
780000,2473.7,2473.7,2473.7,2473.7,0,2474.2,2474.2,2474.2,2474.2,0
960000,2473.8,2474,2473.7,2474,0,2474.5,2474.5,2474.2,2474.5,0
1020000,2473.7,2473.7,2473.7,2473.7,0,2474.2,2474.2,2474.2,2474.2,0
1080000,2474,2474,2474,2474,0,2474.5,2474.5,2474.5,2474.5,0
1260000,2473.7,2473.7,2473.7,2473.7,0,2474.2,2474.2,2474.2,2474.2,0
2100000,2473.4,2473.4,2473.4,2473.4,0,2473.9,2473.9,2473.9,2473.9,0
3060000,2473.6,2473.7,2473.6,2473.7,0,2474.3,2474.3,2474.2,2474.2,0
4140000,2473.4,2473.5,2473.4,2473.5,0,2474.1,2474.1,2474,2474,0
5340000,2473.3,2473.5,2473.2,2473.5,0,2474,2474,2473.7,2474,0
5400000,2473.2,2473.5,2473.2,2473.5,0,2473.7,2474,2473.7,2474,0
5580000,2473.2,2473.5,2473.2,2473.5,0,2473.7,2474,2473.7,2474,0
5640000,2473.2,2473.2,2473.2,2473.2,0,2473.7,2473.7,2473.7,2473.7,0
5760000,2473.5,2473.5,2473.5,2473.5,0,2474,2474,2474,2474,0
5820000,2473.3,2473.3,2473.2,2473.2,0,2474,2474,2473.7,2473.7,0
6480000,2473.3,2473.5,2473.3,2473.5,0,2474,2474,2474,2474,0
7020000,2473.2,2473.2,2473.2,2473.2,0,2473.7,2473.7,2473.7,2473.7,0
7140000,2473.5,2473.5,2473.5,2473.5,0,2474,2474,2474,2474,0
7320000,2473.2,2473.2,2473.2,2473.2,0,2473.7,2473.7,2473.7,2473.7,0
7740000,2472.9,2472.9,2472.7,2472.7,0,2473.4,2473.4,2473.2,2473.2,0
7800000,2473,2473,2472.7,2472.7,0,2473.5,2473.5,2473.2,2473.2,0
7860000,2472.8,2473,2472.7,2473,0,2473.5,2473.5,2473.2,2473.5,0
7920000,2472.7,2472.7,2472.7,2472.7,0,2473.2,2473.2,2473.2,2473.2,0
7980000,2472.8,2473,2472.7,2472.7,0,2473.5,2473.5,2473.2,2473.2,0
8220000,2472.8,2473,2472.7,2472.7,0,2473.5,2473.5,2473.2,2473.2,0
8880000,2473,2473,2473,2473,0,2473.5,2473.5,2473.5,2473.5,0
8940000,2472.7,2472.7,2472.7,2472.7,0,2473.2,2473.2,2473.2,2473.2,0
9300000,2473,2473,2472.7,2472.7,0,2473.5,2473.5,2473.2,2473.2,0
9360000,2472.7,2472.7,2472.7,2472.7,0,2473.2,2473.2,2473.2,2473.2,0
