0,1.386985,1.386985,1.386885,1.38691
60000,1.386915,1.386925,1.38678,1.38682
120000,1.386815,1.38682,1.386785,1.38679
180000,1.386785,1.386785,1.38668,1.386685
240000,1.38669,1.386705,1.38657,1.386575
300000,1.38658,1.3866,1.38657,1.386575
360000,1.38658,1.38658,1.386455,1.38646
420000,1.38645,1.38652,1.38644,1.386455
480000,1.386465,1.386485,1.38642,1.386445
540000,1.38644,1.386475,1.38641,1.386465
600000,1.38647,1.386555,1.38647,1.386525
660000,1.386515,1.38656,1.386495,1.38655
720000,1.386555,1.386555,1.38647,1.38647
780000,1.386475,1.386495,1.38647,1.386495
840000,1.386485,1.38653,1.386465,1.386465
900000,1.386475,1.38651,1.386465,1.386475
960000,1.38648,1.38649,1.386475,1.386485
1020000,1.38649,1.386495,1.38647,1.386475
1080000,1.38648,1.38649,1.38646,1.38647
1140000,1.38646,1.38646,1.38644,1.38646
1200000,1.386455,1.386455,1.38644,1.386445
1260000,1.38644,1.386445,1.38644,1.38644
1320000,1.386445,1.386475,1.386445,1.386475
1380000,1.38648,1.38655,1.38648,1.38651
1440000,1.3865,1.386545,1.386475,1.38654
1500000,1.386535,1.38657,1.38651,1.386545
1560000,1.38655,1.38658,1.38655,1.38655
1620000,1.386555,1.386555,1.386515,1.386515
1680000,1.38651,1.38651,1.386475,1.38651
1740000,1.386505,1.38655,1.386505,1.38655
1800000,1.386555,1.38656,1.386535,1.38654
1860000,1.386545,1.38657,1.38654,1.386555
1920000,1.38656,1.386565,1.386555,1.38656
1980000,1.386555,1.38656,1.386555,1.386555
2040000,1.38656,1.386575,1.38654,1.386545
2100000,1.38655,1.38656,1.38654,1.38656
2160000,1.386555,1.38657,1.386555,1.386565
2220000,1.38656,1.386645,1.38656,1.386615
2280000,1.38661,1.38664,1.38656,1.38659
2340000,1.386585,1.386585,1.38648,1.386565
2400000,1.38657,1.3866,1.38657,1.386595
2460000,1.3866,1.38661,1.386585,1.386595
2520000,1.38659,1.38662,1.38658,1.38661
2580000,1.386605,1.386615,1.38658,1.386605
2640000,1.386595,1.386605,1.38658,1.38659
2700000,1.386595,1.386595,1.386475,1.386475
2760000,1.38647,1.386475,1.38637,1.386395
2820000,1.38639,1.38646,1.38639,1.38645
2880000,1.386455,1.38647,1.386445,1.38645
2940000,1.386455,1.38647,1.3864,1.38646
3000000,1.386465,1.386465,1.386385,1.38639
3060000,1.386385,1.38639,1.386375,1.386385
3120000,1.38638,1.38638,1.386335,1.386365
3180000,1.38636,1.38636,1.38629,1.38632
3240000,1.386325,1.38636,1.38625,1.38636
3300000,1.386365,1.38641,1.386075,1.38618
3360000,1.386185,1.386295,1.38618,1.38628
3420000,1.386275,1.38646,1.38627,1.386395
3480000,1.38639,1.38643,1.38639,1.386395
3540000,1.3864,1.38642,1.38636,1.38636
3600000,1.386355,1.386355,1.38626,1.38627
3660000,1.386275,1.38634,1.386275,1.386315
3720000,1.38631,1.386345,1.38626,1.38626
3780000,1.386265,1.386265,1.38626,1.386265
3840000,1.38626,1.38626,1.386245,1.38625
3900000,1.386245,1.386295,1.386245,1.386275
3960000,1.38627,1.386275,1.38627,1.386275
4020000,1.38627,1.386275,1.38615,1.386165
4080000,1.38617,1.38618,1.386065,1.386145
4140000,1.38615,1.3862,1.386105,1.386195
4200000,1.3862,1.38623,1.386195,1.38622
4260000,1.386215,1.38622,1.38619,1.38619
4320000,1.386195,1.386195,1.38619,1.38619
4380000,1.386185,1.386185,1.386085,1.38609
4440000,1.386085,1.38612,1.38606,1.386115
4500000,1.38611,1.386185,1.386085,1.386185
4560000,1.38618,1.386205,1.38608,1.38609
4620000,1.386095,1.386155,1.38608,1.38609
4680000,1.386085,1.3861,1.386085,1.3861
4740000,1.386095,1.38613,1.38609,1.38613
4800000,1.386135,1.386135,1.38612,1.38612
4860000,1.386125,1.38617,1.386125,1.38616
4920000,1.386155,1.38618,1.38615,1.38618
4980000,1.386185,1.3862,1.38618,1.386185
5040000,1.38619,1.386195,1.386085,1.38609
5100000,1.386095,1.386125,1.38609,1.386115
5160000,1.38611,1.386135,1.386085,1.386105
5220000,1.3861,1.386115,1.38609,1.38611
5280000,1.3861,1.38611,1.386065,1.38609
5340000,1.38609,1.386095,1.386065,1.386075
5400000,1.38608,1.38612,1.386025,1.386085
5460000,1.386075,1.386075,1.38601,1.386015
5520000,1.38601,1.38601,1.38598,1.38598
5580000,1.385985,1.386015,1.385985,1.385985
5640000,1.38598,1.38598,1.385965,1.38597
5700000,1.385975,1.38599,1.38597,1.385975
5760000,1.38597,1.385985,1.38597,1.38598
5820000,1.385985,1.385985,1.385975,1.385975
5880000,1.38598,1.38599,1.38598,1.385985
5940000,1.38599,1.38599,1.385975,1.38598
6000000,1.385975,1.38599,1.385975,1.38598
6060000,1.385985,1.38599,1.38598,1.385985
6120000,1.38598,1.38598,1.385975,1.38598
6180000,1.385985,1.385995,1.385985,1.385995
6240000,1.38599,1.38599,1.385975,1.385985
6300000,1.38598,1.385985,1.38598,1.385985
6360000,1.38599,1.38599,1.385985,1.385985
6420000,1.38599,1.385995,1.38598,1.38598
6480000,1.385985,1.385985,1.385965,1.38597
6540000,1.385965,1.38598,1.385965,1.38598
6600000,1.385975,1.385985,1.385975,1.385985
6660000,1.38598,1.385995,1.38598,1.38598
6720000,1.38599,1.385995,1.38599,1.385995
6780000,1.38599,1.38602,1.38599,1.38601
6840000,1.386015,1.386025,1.386005,1.386025
6900000,1.38602,1.386035,1.38602,1.386025
6960000,1.38602,1.38602,1.38602,1.38602
7020000,1.386015,1.38604,1.386015,1.38602
7080000,1.386015,1.386025,1.38601,1.38601
7140000,1.386015,1.38603,1.386,1.386
7200000,1.386005,1.38601,1.386005,1.386005
7260000,1.38601,1.386055,1.38601,1.386025
7320000,1.38602,1.386025,1.385995,1.386
7380000,1.385995,1.385995,1.38581,1.385855
7440000,1.38586,1.38591,1.38577,1.385815
7500000,1.38582,1.385875,1.38582,1.38586
7560000,1.385865,1.385865,1.38586,1.38586
7620000,1.385865,1.38587,1.38586,1.385865
7680000,1.38586,1.38588,1.38586,1.38587
7740000,1.385875,1.385875,1.385865,1.385865
7800000,1.385855,1.385855,1.38585,1.38585
7860000,1.385845,1.38585,1.3858,1.385805
7920000,1.3858,1.385855,1.38579,1.38585
7980000,1.385855,1.385855,1.38578,1.385785
8040000,1.38578,1.385785,1.38577,1.38577
8100000,1.385775,1.38584,1.385775,1.385785
8160000,1.38578,1.3858,1.38574,1.38576
8220000,1.385755,1.385765,1.385735,1.38576
8280000,1.385755,1.385765,1.385725,1.38576
8340000,1.38575,1.38576,1.385745,1.38576
8400000,1.385765,1.38582,1.385765,1.38581
8460000,1.385815,1.385815,1.385775,1.38581
8520000,1.385805,1.38581,1.38579,1.38581
8580000,1.385805,1.38582,1.38578,1.385785
8640000,1.38578,1.385835,1.38578,1.38583
8700000,1.385835,1.385855,1.385835,1.38585
8760000,1.385845,1.38591,1.38583,1.38587
8820000,1.385865,1.385865,1.385855,1.385855
8880000,1.38585,1.38595,1.38585,1.38595
8940000,1.38596,1.385985,1.38592,1.385955
9000000,1.38595,1.38595,1.3859,1.38591
9060000,1.385905,1.38594,1.385845,1.385935
9120000,1.38593,1.385935,1.385875,1.385875
9180000,1.38588,1.38596,1.38588,1.38595
9240000,1.385955,1.385995,1.385955,1.385995
9300000,1.38599,1.38599,1.385945,1.385945
9360000,1.38595,1.38596,1.38595,1.38596
9420000,1.385955,1.38596,1.385955,1.38596
9480000,1.38597,1.38597,1.38595,1.38595
9540000,1.385955,1.385955,1.38594,1.38594
9600000,1.385935,1.38594,1.385895,1.385915
9660000,1.38591,1.385945,1.3859,1.385945
9720000,1.38594,1.385945,1.38593,1.385945
9780000,1.38595,1.38596,1.38595,1.385955
9840000,1.38596,1.38597,1.38596,1.385965
9900000,1.38596,1.38597,1.38596,1.38597
9960000,1.385965,1.385975,1.385965,1.385965
10020000,1.38597,1.385975,1.38596,1.38597
10080000,1.38596,1.385965,1.38596,1.38596
10140000,1.385965,1.385975,1.38596,1.385975
10200000,1.38597,1.38597,1.38596,1.38596
10260000,1.385965,1.38597,1.38596,1.38596
10320000,1.385965,1.38597,1.385965,1.38597
10380000,1.385965,1.385965,1.385965,1.385965
10440000,1.38596,1.38596,1.38596,1.38596
